material,ancho_m,largo_m,completa,tipo_corte,x_plano,y_plano
Royal Walnut,0.072,1.2,no,corte_ancho,507.778,-91.622
Royal Walnut,0.2,1.2,si,completa,507.641,-91.022
Royal Walnut,0.2,1.2,si,completa,507.44,-91.622
Royal Walnut,0.2,1.2,si,completa,507.239,-91.022
Royal Walnut,0.2,1.2,si,completa,507.038,-91.622
Royal Walnut,0.2,1.2,si,completa,506.837,-91.022
Royal Walnut,0.2,1.2,si,completa,506.636,-91.622
Royal Walnut,0.2,1.2,si,completa,506.435,-91.022
Royal Walnut,0.2,1.2,si,completa,506.234,-91.622
Royal Walnut,0.2,1.2,si,completa,506.033,-91.022
Royal Walnut,0.2,1.2,si,completa,505.832,-91.622
Royal Walnut,0.2,1.2,si,completa,505.631,-91.022
Royal Walnut,0.2,1.2,si,completa,505.43,-91.622
Royal Walnut,0.2,1.2,si,completa,505.229,-91.022
Royal Walnut,0.2,1.2,si,completa,505.028,-91.622
Royal Walnut,0.2,1.2,si,completa,504.827,-91.022
Royal Walnut,0.2,1.2,si,completa,504.626,-91.622
Royal Walnut,0.2,1.2,si,completa,504.425,-91.022
Royal Walnut,0.2,1.2,si,completa,504.224,-91.622
Moret,0.0395,1.111,no,corte_esquina,507.762,-90.466
Royal Walnut,0.2,0.5105,no,corte_largo,507.641,-90.166
Royal Walnut,0.2,1.111,no,corte_largo,507.44,-90.466
Royal Walnut,0.2,0.5105,no,corte_largo,507.239,-90.166
Royal Walnut,0.2,1.111,no,corte_largo,507.038,-90.466
Royal Walnut,0.2,0.5105,no,corte_largo,506.837,-90.166
Royal Walnut,0.2,1.111,no,corte_largo,506.636,-90.466
Royal Walnut,0.2,0.5105,no,corte_largo,506.435,-90.166
Royal Walnut,0.2,1.111,no,corte_largo,506.234,-90.466
Royal Walnut,0.2,0.5995,no,corte_largo,506.033,-90.121
Royal Walnut,0.2,1.2,si,completa,505.832,-90.421
Royal Walnut,0.2,0.5995,no,corte_largo,505.631,-90.121
Royal Walnut,0.2,1.2,si,completa,505.43,-90.421
Royal Walnut,0.2,0.5995,no,corte_largo,505.229,-90.121
Royal Walnut,0.2,1.111,no,corte_largo,505.028,-90.466
Royal Walnut,0.2,0.5105,no,corte_largo,504.827,-90.166
Royal Walnut,0.2,1.111,no,corte_largo,504.626,-90.466
Royal Walnut,0.2,0.5105,no,corte_largo,504.425,-90.166
Royal Walnut,0.2,0.449,no,corte_largo,502.464,-86.336
Royal Walnut,0.2,1.2,si,completa,502.464,-85.511
